doi,halId,is_paratext,suspicious_journal,hal_domain,df_data_traite,title,author_count,published_date,published_year,journal_name,journal_issns,publisher,hal_coverage,hal_submittedDate,hal_location,hal_openAccess_bool,hal_licence,hal_selfArchiving,hal_docType,hal_shsdomain,hal_infodomain,genre,upw_coverage,oa_status,journal_issn_l,upw_location,version,licence
,hal-02104260,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104261,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104262,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104263,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104264,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104265,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104266,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104267,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104268,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104269,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104270,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104271,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104272,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104273,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104274,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104275,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02104276,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02105506,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02121293,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02124020,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02135582,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02148513,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02154849,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02158020,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02158035,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02161255,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02161275,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02161297,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02163944,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02164429,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02164498,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02164510,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02164544,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02164588,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02172195,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02173025,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02185041,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02188465,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02200822,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02288691,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02327376,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02444013,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02446812,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02447045,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02447202,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02448926,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02449001,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02449091,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02449228,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02449719,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02451939,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02452087,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02452257,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02452280,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02458318,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02458349,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02458386,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02460646,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02460793,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02461066,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02461629,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02462066,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02462082,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02462094,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02462134,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02462142,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02462206,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02462234,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02466323,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02466446,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02466475,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02472437,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02472453,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02472520,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02472549,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02472973,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02473018,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02474323,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02474395,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02474479,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02475064,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02475580,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02475749,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02475915,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02476113,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02476255,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02476418,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02477926,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02478707,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02486821,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02490339,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02492469,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02498190,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02501620,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02501623,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02506655,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02506687,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02533978,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02534033,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02539333,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02539336,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02540057,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02543565,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02551762,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02555735,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02555741,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02558066,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02559133,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02562878,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02562925,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02563010,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02568178,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02568186,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02569426,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02648646,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02762825,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02868926,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02870488,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02877817,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02877854,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02877869,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02877881,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02883354,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02886073,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02940691,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02943631,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02962796,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02969607,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02973272,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02975677,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02985293,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02985305,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02991958,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-02998784,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03023816,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03053936,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03068405,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03080129,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03087204,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03091638,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03091648,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03091657,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03093808,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03109498,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03109540,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03114118,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03118451,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03121591,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03136469,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03142025,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03156481,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03156551,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03156566,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03169583,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03169668,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03174902,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03178858,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03197707,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03197710,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03197714,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03205491,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03220253,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03227817,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03227828,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03227833,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03227838,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03227839,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03227842,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03239002,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03241005,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03244140,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03244162,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03244327,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03244350,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03244367,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03244547,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03244561,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03248174,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03248193,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03248205,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03248212,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03248218,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03248263,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03248272,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03248296,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03248300,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03248325,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03249279,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03249359,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03249372,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03249378,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03250005,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03250069,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03250077,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03250081,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03250092,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03254114,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03254766,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03257038,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03257500,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03257513,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03257936,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03258578,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03273384,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03273399,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03273413,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03273430,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03273487,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03273562,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03281206,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03281219,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03283198,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03283207,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03283225,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03283242,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03290511,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03321727,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03329519,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03334500,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03340366,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03343653,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03358540,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03368426,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03368466,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03381906,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03383966,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03384835,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03384949,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03395037,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03395103,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03400569,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03400582,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03424019,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03424042,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03448335,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03448645,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03448693,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03448866,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-03448945,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00068117,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00087639,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00087777,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00087778,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00087785,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00087795,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00087817,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00087893,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00112108,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00112117,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00112167,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00112184,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00112189,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00112653,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00143190,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00143207,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00143380,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00143427,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00353003,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00353019,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00354155,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00378368,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00378393,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00378418,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00379458,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00379473,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00379493,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00379498,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00379907,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00380022,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00380037,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00380077,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00380121,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00380123,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00380126,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00380133,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00380140,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00380151,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00383284,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00388489,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00389235,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00389261,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00395069,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00395082,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00395083,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00418333,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00441985,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00441991,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00450039,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00502589,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00502591,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00503805,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00504988,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00567901,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00567910,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00568180,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00572362,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00572413,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00572944,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00573354,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00573755,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00574248,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00574278,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00574284,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00575912,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00576022,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00576275,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00576281,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00576703,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00580040,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00596748,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00596759,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00596761,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00596763,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00596769,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00596780,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00596784,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00596826,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00596831,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00596874,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00605292,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00605300,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00605335,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00623175,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00703246,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00715905,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00715914,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00715915,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00715938,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00715945,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00736270,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00744911,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00744924,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745839,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745840,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745841,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745866,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745867,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745868,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745869,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745870,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745871,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745872,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745873,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745874,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745875,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745876,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745877,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745878,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745879,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745880,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745881,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745882,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745929,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745935,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00745972,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00746478,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00750924,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00762720,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00771660,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00784703,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00833920,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00833922,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00833923,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00833924,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00833926,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00833928,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00833930,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00833932,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00833933,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00833934,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00833936,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00833937,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00833938,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00833966,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00834404,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00869848,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00932872,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00938242,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00980639,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,halshs-00981527,,,,False,,,,,,,,,,,,,,,,,,,,,,,
